"c","d","dp","h","l","o","pc","t","Symbol","change","Security","GICS Sector","GICS Sub-Industry","Headquarters Location","Date added","CIK","Founded","country","currency","estimateCurrency","exchange","finnhubIndustry","ipo","logo","marketCapitalization","name","phone","shareOutstanding","weburl"
63.64,0.77,1.2247,64,62.41,62.82,62.87,2025-04-18,"TPR",1.30531677809615,"Tapestry, Inc.","Consumer Discretionary","Apparel, Accessories & Luxury Goods","New York City, New York","2004-09-01","1116132","2017","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Textiles, Apparel & Luxury Goods","2000-10-05","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TPR.png",13174.464538,"Tapestry Inc","12129468400",207.02,"https://www.tapestry.com/"
174.57,1.89,1.0945,178.68,174.19,175.65,172.68,2025-04-18,"TRGP",-0.614859094790784,"Targa Resources","Energy","Oil & Gas Storage & Transportation","Houston, Texas","2022-10-12","1389170","2005","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Energy","2010-12-07","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TRGP.png",37983.872154,"Targa Resources Corp","17135841000",217.59,"https://www.targaresources.com/"
93.11,2.65,2.9295,93.54,90.23,90.23,90.46,2025-04-18,"TGT",3.19184306771583,"Target Corporation","Consumer Staples","Consumer Staples Merchandise Retail","Minneapolis, Minnesota","1976-12-31","27419","1902","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Retail","1969-09-08","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TGT.png",42418.726056,"Target Corp","16123046073",455.58,"https://corporate.target.com/"
129.24,2.34,1.844,130.5,127.03,127.6,126.9,2025-04-18,"TEL",1.28526645768026,"TE Connectivity","Information Technology","Electronic Manufacturing Services","Galway, Ireland","2011-10-17","1385157","2007","IE","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Electrical Equipment","2007-06-14","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TEL.png",38559.166613,"TE Connectivity PLC","410526336661",298.35,"https://www.te.com/"
462.19,1.3,0.2821,465.71,457.81,462.63,460.89,2025-04-18,"TDY",-0.0951084019626911,"Teledyne Technologies","Information Technology","Electronic Equipment & Instruments","Thousand Oaks, California","2020-06-22","1094285","1960","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Electrical Equipment","1999-11-23","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TDY.png",21647.7315,"Teledyne Technologies Inc","18053734545",46.84,"https://www.teledyne.com/"
129.48,1.27,0.9906,130.01,127.55,127.55,128.21,2025-04-18,"TFX",1.51313210505683,"Teleflex","Health Care","Health Care Equipment","Wayne, Pennsylvania","2019-01-18","96943","1943","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","1980-03-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TFX.png",5785.203787,"Teleflex Inc","16102256800",44.68,"https://www.teleflex.com/usa/en/#"
71.25,0.09,0.1265,71.79,70.49,71.3,71.16,2025-04-18,"TER",-0.0701262272089722,"Teradyne","Information Technology","Semiconductor Materials & Equipment","North Reading, Massachusetts","2020-09-21","97210","1960","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","1979-05-15","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TER.png",11459.315929,"Teradyne Inc","19783702700",160.83,"https://www.teradyne.com/"
241.37,-0.18,-0.0745,244.34,237.6833,243.47,241.55,2025-04-18,"TSLA",-0.862529264385754,"Tesla, Inc.","Consumer Discretionary","Automobile Manufacturers","Austin, Texas","2020-12-21","1318605","2003","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Automobiles","2013-03-06","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TSLA.png",776370.71427,"Tesla Inc","15125168177",3216.52,"https://www.tesla.com/"
148.44,1.89,1.2897,150.19,145.92,147.32,146.55,2025-04-18,"TXN",0.760249796361665,"Texas Instruments","Information Technology","Semiconductors","Dallas, Texas","2001-03-12","97476","1930","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","1953-10-01","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TXN.png",135068.198323,"Texas Instruments Inc","19729953773",909.92,"https://www.ti.com/"
1298.64,21.06,1.6484,1321.8999,1283.01,1300,1277.58,2025-04-18,"TPL",-0.104615384615377,"Texas Pacific Land Corporation","Energy","Oil & Gas Exploration & Production","Dallas, Texas","2024-11-26","1811074","1888","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Energy","1980-03-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TPL.png",29848.978972,"Texas Pacific Land Corp","12149695530",22.98,"https://www.texaspacific.com/"
66.04,1.06,1.6313,66.83,64.72,64.72,64.98,2025-04-18,"TXT",2.03955500618048,"Textron","Industrials","Aerospace & Defense","Providence, Rhode Island","1978-12-31","217346","1923","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Aerospace & Defense","1947-12-22","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TXT.png",11994.246113,"Textron Inc","14014212800",181.62,"https://www.textron.com/"
427.5,-9.29,-2.1269,436.02,425.05,434.54,436.79,2025-04-18,"TMO",-1.62010401804207,"Thermo Fisher Scientific","Health Care","Life Sciences Tools & Services","Waltham, Massachusetts","2004-08-03","97745","2006 (1902)","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Life Sciences Tools & Services","1980-08-27","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TMO.png",161377.949295,"Thermo Fisher Scientific Inc","17816221000",377.49,"https://www.thermofisher.com/"
127.62,1.31,1.0371,127.981,126.18,126.77,126.31,2025-04-18,"TJX",0.670505640135686,"TJX Companies","Consumer Discretionary","Apparel Retail","Framingham, Massachusetts","1985-09-30","109198","1987","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Retail","1965-11-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TJX.png",142564.364267,"TJX Companies Inc","15083901000",1117.1,"https://www.tjx.com/"
50.16,0.8,1.6207,50.5,49.49,49.61,49.36,2025-04-18,"TSCO",1.10864745011086,"Tractor Supply","Consumer Discretionary","Other Specialty Retail","Brentwood, Tennessee","2014-01-24","916365","1938","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Retail","1994-02-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TSCO.png",26665.826198,"Tractor Supply Co","16154404600",531.62,"https://www.tractorsupply.com/"
333.16,2.52,0.7622,336.51,327.05,332.99,330.64,2025-04-18,"TT",0.0510525841616913,"Trane Technologies","Industrials","Building Products","Dublin, Ireland","2010-11-17","1466258","1871","IE","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Building","1906-10-10","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TT.png",74724.780336,"Trane Technologies PLC","3537326527000",224.29,"https://www.tranetechnologies.com/"
1337.66,1.36,0.1018,1361.41,1333.8,1342.9,1336.3,2025-04-18,"TDG",-0.390200312755976,"TransDigm Group","Industrials","Aerospace & Defense","Cleveland, Ohio","2016-06-03","1260221","1993","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Aerospace & Defense","2006-03-15","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TDG.png",75022.110693,"TransDigm Group Inc","12167062960",56.08,"https://www.transdigm.com/"
255.86,3.38,1.3387,257.51,251.79,253.11,252.48,2025-04-18,"TRV",1.08648413733159,"Travelers Companies (The)","Financials","Property & Casualty Insurance","New York City, New York","2002-08-21","86312","1853","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Insurance","1980-03-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TRV.png",57969.889883,"Travelers Companies Inc","16513107911",226.57,"https://www.travelers.com/"
58.23,-0.05,-0.0858,58.96,57.99,58.96,58.28,2025-04-18,"TRMB",-1.2381275440977,"Trimble Inc.","Information Technology","Electronic Equipment & Instruments","Westminster, Colorado","2021-01-21","864749","1978","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Electrical Equipment","1990-07-20","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TRMB.png",14312.471147,"Trimble Inc","17208876100",245.79,"https://www.trimble.com/en"
35.9,-0.1,-0.2778,36.545,35.07,35.11,36,2025-04-18,"TFC",2.25007120478496,"Truist Financial","Financials","Diversified Banks","Charlotte, North Carolina","1997-12-04","92230","1872","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","1980-03-18","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TFC.png",46830.8950419359,"Truist Financial Corp","18444878478",1305.39,"https://www.truist.com/"
570.2,0.91,0.1598,577.27,567.12,568.42,569.29,2025-04-18,"TYL",0.313148728053215,"Tyler Technologies","Information Technology","Application Software","Plano, Texas","2020-06-22","860731","1966","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","1980-03-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TYL.png",24579.360898,"Tyler Technologies Inc","19727133700",43.11,"https://www.tylertech.com/"
61.21,0.55,0.9067,61.85,60.88,61.01,60.66,2025-04-18,"TSN",0.327815112276681,"Tyson Foods","Consumer Staples","Packaged Foods & Meats","Springdale, Arkansas","2005-08-10","100493","1935","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","1980-03-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TSN.png",21374.131873,"Tyson Foods Inc","14792904000",356.19,"https://www.tysonfoods.com/"
38.2,0.38,1.0048,38.682,37.8,37.94,37.82,2025-04-18,"USB",0.6852925672114,"U.S. Bancorp","Financials","Diversified Banks","Minneapolis, Minnesota","1999-11-01","36104","1968","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","1984-05-07","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/USB.png",59516.002214,"US Bancorp","16514663000",1560,"https://www.usbank.com/"
75.24,2.18,2.9838,75.91,73.76,73.98,73.06,2025-04-18,"UBER",1.70316301703162,"Uber","Industrials","Passenger Ground Transportation","San Francisco, California","2023-12-18","1543151","2009","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Road & Rail","2019-05-10","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/UBER.png",157346.251714,"Uber Technologies Inc","14156128582",2091.26,"https://www.uber.com/"
41.29,0.42,1.0276,41.81,41.135,41.22,40.87,2025-04-18,"UDR",0.169820475497332,"UDR, Inc.","Real Estate","Multi-Family Residential REITs","Highlands Ranch, Colorado","2016-03-07","74208","1972","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Real Estate","1980-03-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959051706.png",13674.496545,"UDR Inc","17202836120",331.18,"https://www.udr.com/"
357.75,8.16,2.3342,359.17,349.6,352.86,349.59,2025-04-18,"ULTA",1.38581873830981,"Ulta Beauty","Consumer Discretionary","Other Specialty Retail","Bolingbrook, Illinois","2016-04-18","1403568","1990","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Retail","2007-10-25","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ULTA.png",16209.468756,"Ulta Beauty Inc","16304104800",45.31,"https://www.ulta.com/"
220.26,3.66,1.6898,222.24,217.3,217.5,216.6,2025-04-18,"UNP",1.26896551724138,"Union Pacific Corporation","Industrials","Rail Transportation","Omaha, Nebraska","1957-03-04","100885","1862","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Road & Rail","1969-06-20","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/UNP.png",132005.818213,"Union Pacific Corp","14025445000",599.32,"https://www.up.com/index.htm"
66.3,-0.69,-1.03,68.28,64.75,66.95,66.99,2025-04-18,"UAL",-0.970873786407775,"United Airlines Holdings","Industrials","Passenger Airlines","Chicago, Illinois","2015-09-03","100517","1967","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Airlines","2006-01-25","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/UAL.png",21653.617821,"United Airlines Holdings Inc","18728254000",326.6,"https://ir.united.com/"
96.43,2.23,2.3673,97.32,94.66,94.94,94.2,2025-04-18,"UPS",1.56941226037498,"United Parcel Service","Industrials","Air Freight & Logistics","Sandy Springs, Georgia","2002-07-22","1090727","1907","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Logistics & Transportation","1999-11-10","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/UPS.png",81775.4203813211,"United Parcel Service Inc","14048286000",847.53,"https://www.ups.com/"
591.5,6.27,1.0714,597.77,585.255,586.88,585.23,2025-04-18,"URI",0.787213740458016,"United Rentals","Industrials","Trading Companies & Distributors","Stamford, Connecticut","2014-09-20","1067701","1997","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Trading Companies & Distributors","1997-12-18","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/URI.png",38643.932587,"United Rentals Inc","12036223131",65.33,"https://www.unitedrentals.com/"
454.11,-130.93,-22.3797,489.79,447.1,481.95,585.04,2025-04-18,"UNH",-5.77653283535636,"UnitedHealth Group","Health Care","Managed Health Care","Minnetonka, Minnesota","1994-07-01","731766","1977","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","1984-10-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/UNH.png",415380.007913,"UnitedHealth Group Inc","18003285979",914.71,"https://www.unitedhealthgroup.com/"
174.8,1.14,0.6565,176.75,172.35,176.1,173.66,2025-04-18,"UHS",-0.738216922203284,"Universal Health Services","Health Care","Health Care Facilities","King of Prussia, Pennsylvania","2014-09-20","352915","1979","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","1981-07-10","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/UHS.png",11395.229964,"Universal Health Services Inc","16107683300",65.2,"https://uhs.com"
110.06,2.93,2.735,111.17,108.4178,108.49,107.13,2025-04-18,"VLO",1.44713798506776,"Valero Energy","Energy","Oil & Gas Refining & Marketing","San Antonio, Texas","2002-12-20","1035002","1980","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Energy","1980-01-02","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/VLO.png",34609.539785,"Valero Energy Corp","12103454524",314.46,"https://www.valero.com/"
67.93,0.3,0.4436,68.615,67.44,67.93,67.63,2025-04-18,"VTR",0,"Ventas","Real Estate","Health Care REITs","Chicago, Illinois","2009-03-04","740260","1998","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Real Estate","1992-04-02","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959052106.png",30514.007706,"Ventas Inc","13126603800",437.7,"https://www.ventasreit.com/"
89.54,0.21,0.2351,90.37,89.23,89.93,89.33,2025-04-18,"VLTO",-0.433670632714334,"Veralto","Industrials","Environmental & Facilities Services","Waltham, Massachusetts","2023-10-02","1967680","2023","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Commercial Services & Supplies","2023-09-27","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950867112376.png",22210.555988,"Veralto Corp","17817553655",248.05,"https://www.veralto.com/"
246.67,0.74,0.3009,247.9699,244.8125,245.79,245.93,2025-04-18,"VRSN",0.358029211928881,"Verisign","Information Technology","Internet Services & Infrastructure","Dulles, Virginia","2006-02-01","1014473","1995","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Technology","1998-01-29","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/VRSN.png",23218.502369,"VeriSign, Inc","17039483200",94.13,"https://www.verisign.com/"
293.02,0.79,0.2703,295.738,290.5711,292.72,292.23,2025-04-18,"VRSK",0.102487018310998,"Verisk Analytics","Industrials","Research & Consulting Services","Jersey City, New Jersey","2015-10-08","1442145","1971","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Professional Services","2009-10-07","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/VRSK.png",41006.568259,"Verisk Analytics Inc","12014692000",139.94,"https://www.verisk.com"
44.04,0.43,0.986,44.48,43.58,43.76,43.61,2025-04-18,"VZ",0.639853747714811,"Verizon","Communication Services","Integrated Telecommunication Services","New York City, New York","1983-11-30","732712","1983 (1877)","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Telecommunication","1984-02-15","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/VZ.png",185912.103865316,"Verizon Communications Inc","12123951000",4209.7,"https://www.verizon.com/"
489.1,3.21,0.6606,492.23,485.08,492.23,485.89,2025-04-18,"VRTX",-0.635881600065009,"Vertex Pharmaceuticals","Health Care","Biotechnology","Boston, Massachusetts","2013-09-23","875320","1989","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Biotechnology","1991-07-24","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/VRTX.png",125738.240934,"Vertex Pharmaceuticals Inc","16173416393",257.08,"https://www.vrtx.com/"
7.56,0.17,2.3004,7.62,7.39,7.42,7.39,2025-04-18,"VTRS",1.88679245283018,"Viatris","Health Care","Pharmaceuticals","Pittsburgh, Pennsylvania","2004-04-23","1792044","1961","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Pharmaceuticals","1973-02-01","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/VTRS.png",9024.28666,"Viatris Inc","17245141800",1193.69,"https://www.viatris.com/en"
32.54,0.49,1.5289,32.83,32.1686,32.21,32.05,2025-04-18,"VICI",1.02452654455138,"Vici Properties","Real Estate","Hotel & Resort REITs","New York City, New York","2022-06-08","1705696","2017","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Real Estate","2017-10-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950577766676.png",34385.100794,"VICI Properties Inc","16469494631",1056.34,"https://viciproperties.com/"
329.61,-1.72,-0.5191,334.3199,328.44,331.07,331.33,2025-04-18,"V",-0.440994351647682,"Visa Inc.","Financials","Transaction & Payment Processing Services","San Francisco, California","2009-12-21","1403161","1958","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","2008-03-25","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/V.png",643918.423759,"Visa Inc","16504323200",1953.58,"https://usa.visa.com/"
115.42,-0.45,-0.3884,120.18,114,117.83,115.87,2025-04-18,"VST",-2.04531952813375,"Vistra Corp.","Utilities","Electric Utilities","Irving, Texas","2024-05-08","1692819","2016","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Utilities","2016-09-28","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/VST.png",39260.928855,"Vistra Corp","12148124600",340.16,"https://www.vistracorp.com/"
